0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4.840155852679285,-5.910040065146692,10.720515210859505
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.816066278557402,-4.099385086250234,2.4027473431596014
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
-2.5055448897067203,-39.681312120261076,37.24032644023943
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.1610411090684218,-35.95328566758462,33.72126184040992
1.0565908891255487,-34.86839635087973,33.159021098708266
-0.271236622773069,-33.484366821733126,32.972883579768876
0,0,0
0,0,0
0,0,0
1.2816975663382706,-30.564241718445796,34.60188828646534
0.7515829819051976,-31.132349613510712,34.013401128248816
0.41099447711361947,-30.843332096385694,34.17272796724407
1.0368204683930486,-30.32125328186954,33.898420846992984
0.693222174929742,-30.10097925868973,34.52632461007219
0,0,0
0.9739246960095149,-30.64145151581386,33.780682097870915
0.6994607801230613,-30.584772253089522,33.71503231423276
0.6478859826689823,-30.74891784599101,33.40507809692327
0.5243489199615086,-31.122755856575253,33.626246756540716
0.8064854279206987,-30.62231707036651,33.981819141293805
0,0,0
-1.0623492270440402,-31.066160804864637,34.292355734953965
-0.340599872311686,-30.966132904972294,34.464460369929434
-1.100788475184383,-30.481901894090367,34.573293660195155
-1.9463840030764346,-31.49599169391117,35.65285743112476
-2.3686260549772595,-31.677916464035658,36.73383915029143
-2.54744183466722,-31.85007124486487,38.16378425464344
-3.2447291555271476,-32.66460806056647,38.790506836357
0,0,0
-2.7178233199027955,-33.39355077683017,40.65750112759674
-3.3570961001058492,-32.947796787714324,40.564352057375004
-3.8803344649148563,-33.37488499361774,39.50520603720065
-2.8784297904716216,-33.54720867834449,40.2546838093393
-3.9195080582957282,-32.95465506296991,40.36487333210801
-4.0391513812549675,-32.91046877311172,41.16679805138304
-3.8962719583530334,-33.290364426179565,40.72958963146637
-5.367539479673789,-33.49372225713297,40.37801001759992
